,director_name,actor_1_name,actor_2_name,actor_3_name,gross
174,87,175,104,33,218051260
175,87,175,104,33,218051260
176,87,175,104,33,218051260
177,87,175,104,33,218051260
178,87,175,104,33,218051260
179,87,175,104,33,218051260
180,87,175,104,33,218051260
181,87,175,104,33,218051260
182,87,175,104,33,218051260
183,49,166,150,5,658672302
184,49,166,150,5,658672302
185,49,166,150,5,658672302
186,49,166,150,5,658672302
187,49,166,150,5,658672302
188,32,221,229,101,407197282
189,32,221,229,101,407197282
190,32,221,229,101,407197282
191,32,221,229,101,407197282
192,32,221,229,101,407197282
193,32,221,229,101,407197282
194,32,221,229,101,407197282
195,32,221,229,101,407197282
196,32,221,229,101,407197282
197,32,221,229,101,407197282
198,32,221,229,101,407197282
199,44,224,66,15,65173160
200,44,224,66,15,65173160
201,44,224,66,15,65173160
202,44,224,66,15,65173160
203,44,224,66,15,65173160
204,44,224,66,15,65173160
205,44,224,66,15,65173160
206,16,61,165,24,652177271
207,16,61,165,24,652177271
208,16,61,165,24,652177271
209,16,61,165,24,652177271
210,16,61,165,24,652177271
211,16,61,165,24,652177271
212,16,61,165,24,652177271
213,16,61,165,24,652177271
214,16,61,165,24,652177271
215,57,58,23,44,304360277
216,57,58,23,44,304360277
217,57,58,23,44,304360277
218,57,58,23,44,304360277
219,57,58,23,44,304360277
220,57,58,23,44,304360277
221,57,58,23,44,304360277
222,57,58,23,44,304360277
223,57,58,23,44,304360277
224,80,202,185,177,373377893
225,80,202,185,177,373377893
226,80,202,185,177,373377893
227,80,202,185,177,373377893
228,80,202,185,177,373377893
229,80,202,185,177,373377893
230,13,221,122,121,408992272
231,13,221,122,121,408992272
232,13,221,122,121,408992272
233,13,221,122,121,408992272
234,13,221,122,121,408992272
235,13,221,122,121,408992272
236,13,221,122,121,408992272
237,113,287,72,168,334185206
238,113,287,72,168,334185206
239,113,287,72,168,334185206
240,113,287,72,168,334185206
241,113,287,72,168,334185206
242,113,287,72,168,334185206
243,113,287,72,168,334185206
244,113,287,72,168,334185206
245,63,169,44,8,234360014
246,63,169,44,8,234360014
247,63,169,44,8,234360014
248,63,169,44,8,234360014
249,63,169,44,8,234360014
250,63,169,44,8,234360014
251,63,169,44,8,234360014
252,63,169,44,8,234360014
253,7,230,48,41,268488329
254,7,230,48,41,268488329
255,7,230,48,41,268488329
256,7,230,48,41,268488329
257,7,230,48,41,268488329
258,7,230,48,41,268488329
259,7,230,48,41,268488329
260,87,49,54,31,402076689
261,87,49,54,31,402076689
262,87,49,54,31,402076689
263,87,49,54,31,402076689
264,87,49,54,31,402076689
265,87,34,28,44,245428137
266,87,34,28,44,245428137
267,87,34,28,44,245428137
268,87,34,28,44,245428137
269,87,34,28,44,245428137
270,87,34,28,44,245428137
271,87,34,28,44,245428137
272,87,34,28,44,245428137
273,87,34,28,44,245428137
274,87,34,28,44,245428137
275,80,10,121,185,234903076
276,80,10,121,185,234903076
277,80,10,121,185,234903076
278,80,10,121,185,234903076
279,80,10,121,185,234903076
280,22,104,38,24,202853933
281,22,104,38,24,202853933
282,22,104,38,24,202853933
283,22,104,38,24,202853933
284,22,104,38,24,202853933
285,22,104,38,24,202853933
286,22,104,38,24,202853933
287,22,104,38,24,202853933
288,22,104,38,24,202853933
289,22,104,38,24,202853933
290,21,152,97,53,172051787
291,21,152,97,53,172051787
292,21,152,97,53,172051787
293,21,152,97,53,172051787
294,21,152,97,53,172051787
295,30,55,104,51,191450875
296,30,55,104,51,191450875
297,30,55,104,51,191450875
298,30,55,104,51,191450875
299,30,55,104,51,191450875
300,30,55,104,51,191450875
301,30,55,104,51,191450875
302,58,128,20,6,116593191
303,58,128,20,6,116593191
304,58,128,20,6,116593191
305,58,128,20,6,116593191
306,58,128,20,6,116593191
307,58,128,20,6,116593191
308,7,196,59,23,414984497
309,7,196,59,23,414984497
310,7,196,59,23,414984497
311,7,196,59,23,414984497
312,7,196,59,23,414984497
313,7,196,59,23,414984497
314,7,196,59,23,414984497
315,43,200,61,68,125320003
316,43,200,61,68,125320003
317,43,200,61,68,125320003
318,43,200,61,68,125320003
319,43,200,61,68,125320003
320,43,200,61,68,125320003
321,55,164,138,131,350034110
322,55,164,138,131,350034110
323,55,164,138,131,350034110
324,55,164,138,131,350034110
325,55,164,138,131,350034110
326,55,164,138,131,350034110
327,55,164,138,131,350034110
328,55,164,138,131,350034110
329,55,164,138,131,350034110
330,55,164,138,131,350034110
331,47,24,220,35,202351611
332,47,24,220,35,202351611
333,47,24,220,35,202351611
334,47,24,220,35,202351611
335,47,24,220,35,202351611
336,56,114,100,169,233914986
337,56,114,100,169,233914986
338,56,114,100,169,233914986
339,56,114,100,169,233914986
340,56,114,100,169,233914986
341,56,114,100,169,233914986
342,56,114,100,169,233914986
343,56,114,100,169,233914986
344,29,76,126,5,228756232
345,29,76,126,5,228756232
346,29,76,126,5,228756232
347,29,76,126,5,228756232
348,29,76,126,5,228756232
349,56,82,62,7,65171860
350,56,82,62,7,65171860
351,56,82,62,7,65171860
352,56,82,62,7,65171860
353,56,82,62,7,65171860
354,56,82,62,7,65171860
355,56,82,62,7,65171860
356,38,166,24,14,144812796
357,38,166,24,14,144812796
358,38,166,24,14,144812796
359,38,166,24,14,144812796
360,38,166,24,14,144812796
361,38,166,24,14,144812796
362,38,166,24,14,144812796
363,42,133,25,10,90755643
364,42,133,25,10,90755643
365,42,133,25,10,90755643
366,42,133,25,10,90755643
367,42,133,25,10,90755643
368,29,35,108,13,101785482
369,29,35,108,13,101785482
370,29,35,108,13,101785482
371,29,35,108,13,101785482
372,29,35,108,13,101785482
373,29,35,108,13,101785482
374,87,49,6,54,352358779
375,87,49,6,54,352358779
376,87,49,6,54,352358779
377,87,49,6,54,352358779
378,87,49,6,54,352358779
379,87,49,6,54,352358779
380,176,196,82,224,317011114
381,176,196,82,224,317011114
382,176,196,82,224,317011114
383,176,196,82,224,317011114
384,176,196,82,224,317011114
385,176,196,82,224,317011114
386,176,196,82,224,317011114
387,176,196,82,224,317011114
388,176,196,82,224,317011114
389,176,196,82,224,317011114
390,176,196,82,224,317011114
391,5,30,5,5,123070338
392,5,30,5,5,123070338
393,5,30,5,5,123070338
394,5,30,5,5,123070338
395,5,30,5,5,123070338
396,8,51,59,56,237282182
397,8,51,59,56,237282182
398,8,51,59,56,237282182
399,8,51,59,56,237282182
400,8,51,59,56,237282182
401,8,51,59,56,237282182
402,8,51,59,56,237282182
403,8,51,59,56,237282182
404,38,8,8,8,130468626
405,38,8,8,8,130468626
406,38,8,8,8,130468626
407,38,8,8,8,130468626
408,38,8,8,8,130468626
409,38,8,8,8,130468626
410,38,8,8,8,130468626
411,38,8,8,8,130468626
412,25,59,87,39,223806889
413,25,59,87,39,223806889
414,25,59,87,39,223806889
415,25,59,87,39,223806889
416,25,59,87,39,223806889
417,63,21,25,11,140080850
418,63,21,25,11,140080850
419,63,21,25,11,140080850
420,63,21,25,11,140080850
421,63,21,25,11,140080850
422,59,129,13,24,166112167
423,59,129,13,24,166112167
424,59,129,13,24,166112167
425,59,129,13,24,166112167
426,59,129,13,24,166112167
427,93,83,143,145,137850096
428,93,83,143,145,137850096
429,93,83,143,145,137850096
430,93,83,143,145,137850096
431,93,83,143,145,137850096
432,93,83,143,145,137850096
433,46,158,121,62,47375327
434,46,158,121,62,47375327
435,46,158,121,62,47375327
436,46,158,121,62,47375327
437,46,158,121,62,47375327
438,46,158,121,62,47375327
439,46,158,121,62,47375327
440,46,158,121,62,47375327
441,46,158,121,62,47375327
442,46,158,121,62,47375327
443,46,158,121,62,47375327
444,46,158,121,62,47375327
445,46,158,121,62,47375327
446,22,60,66,12,124051759
447,22,60,66,12,124051759
448,22,60,66,12,124051759
449,22,60,66,12,124051759
450,22,60,66,12,124051759
451,22,60,66,12,124051759
452,35,224,7,12,291709845
453,35,224,7,12,291709845
454,35,224,7,12,291709845
455,35,224,7,12,291709845
456,35,224,7,12,291709845
457,35,224,7,12,291709845
458,35,224,7,12,291709845
459,56,114,110,30,154985087
460,56,114,110,30,154985087
461,56,114,110,30,154985087
462,56,114,110,30,154985087
463,56,114,110,30,154985087
464,56,114,110,30,154985087
465,56,114,110,30,154985087
466,61,200,68,330,533316061
467,61,200,68,330,533316061
468,61,200,68,330,533316061
469,61,200,68,330,533316061
470,61,200,68,330,533316061
471,61,200,68,330,533316061
472,61,200,68,330,533316061
473,61,200,68,330,533316061
474,61,200,68,330,533316061
475,61,200,68,330,533316061
476,61,200,68,330,533316061
477,17,59,96,5,292979556
478,17,59,96,5,292979556
479,17,59,96,5,292979556
480,17,59,96,5,292979556
481,17,59,96,5,292979556
482,28,91,48,6,198332128
483,28,91,48,6,198332128
484,28,91,48,6,198332128
485,28,91,48,6,198332128
486,28,91,48,6,198332128
487,28,91,48,6,198332128
488,49,221,152,122,318298180
489,49,221,152,122,318298180
490,49,221,152,122,318298180
491,49,221,152,122,318298180
492,49,221,152,122,318298180
493,49,221,152,122,318298180
494,49,221,152,122,318298180
495,129,115,95,82,73820094
496,129,115,95,82,73820094
497,129,115,95,82,73820094
498,129,115,95,82,73820094
499,129,115,95,82,73820094
500,129,115,95,82,73820094
501,50,150,110,39,113745408
502,50,150,110,39,113745408
503,50,150,110,39,113745408
504,50,150,110,39,113745408
505,50,150,110,39,113745408
506,50,150,110,39,113745408
507,82,90,108,15,102176165
508,82,90,108,15,102176165
509,82,90,108,15,102176165
510,82,90,108,15,102176165
511,82,90,108,15,102176165
512,82,90,108,15,102176165
513,58,150,28,35,161087183
514,58,150,28,35,161087183
515,58,150,28,35,161087183
516,58,150,28,35,161087183
517,58,150,28,35,161087183
518,58,150,28,35,161087183
519,58,150,28,35,161087183
520,58,150,28,35,161087183
521,58,150,28,35,161087183
522,58,150,28,35,161087183
523,58,150,28,35,161087183
524,58,150,28,35,161087183
525,45,51,330,142,100289690
526,45,51,330,142,100289690
527,45,51,330,142,100289690
528,45,51,330,142,100289690
529,45,51,330,142,100289690
530,45,51,330,142,100289690
531,51,190,9,30,100189501
532,51,190,9,30,100189501
533,51,190,9,30,100189501
534,51,190,9,30,100189501
535,51,190,9,30,100189501
536,51,190,9,30,100189501
537,51,190,9,30,100189501
538,51,190,9,30,100189501
539,51,190,9,30,100189501
540,32,30,5,13,88246220
541,32,30,5,13,88246220
542,32,30,5,13,88246220
543,32,30,5,13,88246220
544,32,30,5,13,88246220
545,26,124,137,14,150167630
546,26,124,137,14,150167630
547,26,124,137,14,150167630
548,26,124,137,14,150167630
549,26,124,137,14,150167630
550,26,124,137,14,150167630
551,17,91,21,15,356454367
552,17,91,21,15,356454367
553,17,91,21,15,356454367
554,17,91,21,15,356454367
555,17,91,21,15,356454367
556,17,91,21,15,356454367
557,49,229,245,31,362645141
558,49,229,245,31,362645141
559,49,229,245,31,362645141
560,49,229,245,31,362645141
561,49,229,245,31,362645141
562,49,221,229,122,312057433
563,49,221,229,122,312057433
564,49,221,229,122,312057433
565,49,221,229,122,312057433
566,49,221,229,122,312057433
567,49,221,229,122,312057433
568,8,115,148,27,155111815
569,8,115,148,27,155111815
570,8,115,148,27,155111815
571,8,115,148,27,155111815
572,8,115,148,27,155111815
573,8,115,148,27,155111815
574,8,115,148,27,155111815
575,8,115,148,27,155111815
576,6,176,26,20,241407328
577,6,176,26,20,241407328
578,6,176,26,20,241407328
579,6,176,26,20,241407328
580,6,176,26,20,241407328
581,6,176,26,20,241407328
582,23,145,165,24,208543795
583,23,145,165,24,208543795
584,23,145,165,24,208543795
585,23,145,165,24,208543795
586,23,145,165,24,208543795
587,23,145,165,24,208543795
588,7,171,70,7,38297305
589,7,171,70,7,38297305
590,7,171,70,7,38297305
591,7,171,70,7,38297305
592,7,171,70,7,38297305
593,7,171,70,7,38297305
594,7,171,70,7,38297305
595,32,229,101,44,259746958
596,32,229,101,44,259746958
597,32,229,101,44,259746958
598,32,229,101,44,259746958
599,32,229,101,44,259746958
600,32,229,101,44,259746958
601,32,229,101,44,259746958
602,29,62,10,24,238371987
603,29,62,10,24,238371987
604,29,62,10,24,238371987
605,29,62,10,24,238371987
606,29,62,10,24,238371987
607,29,62,10,24,238371987
608,29,62,10,24,238371987
609,29,62,10,24,238371987
610,29,62,10,24,238371987
611,29,62,10,24,238371987
612,31,165,39,9,93417865
613,31,165,39,9,93417865
614,31,165,39,9,93417865
615,31,165,39,9,93417865
616,31,165,39,9,93417865
617,31,165,39,9,93417865
618,31,165,39,9,93417865
619,31,165,39,9,93417865
620,31,165,39,9,93417865
621,8,31,8,23,222487711
622,8,31,8,23,222487711
623,8,31,8,23,222487711
624,8,31,8,23,222487711
625,8,31,8,23,222487711
626,8,31,8,23,222487711
627,8,31,8,23,222487711
628,8,31,8,23,222487711
629,5,33,53,54,189412677
630,5,33,53,54,189412677
631,5,33,53,54,189412677
632,5,33,53,54,189412677
633,5,33,53,54,189412677
634,93,196,12,6,665426
635,93,196,12,6,665426
636,93,196,12,6,665426
637,93,196,12,6,665426
638,93,196,12,6,665426
639,93,196,12,6,665426
640,59,87,65,23,102315545
641,59,87,65,23,102315545
642,59,87,65,23,102315545
643,59,87,65,23,102315545
644,59,87,65,23,102315545
645,59,87,65,23,102315545
646,19,161,52,17,217387997
647,19,161,52,17,217387997
648,19,161,52,17,217387997
649,19,161,52,17,217387997
650,19,161,52,17,217387997
651,28,20,34,6,150350192
652,28,20,34,6,150350192
653,28,20,34,6,150350192
654,28,20,34,6,150350192
655,28,20,34,6,150350192
656,28,20,34,6,150350192
657,22,161,131,101,333130696
658,22,161,131,101,333130696
659,22,161,131,101,333130696
660,22,161,131,101,333130696
661,22,161,131,101,333130696
662,22,161,131,101,333130696
663,22,161,131,101,333130696
664,22,161,131,101,333130696
665,61,180,168,33,187991439
666,61,180,168,33,187991439
667,61,180,168,33,187991439
668,61,180,168,33,187991439
669,61,180,168,33,187991439
670,61,180,168,33,187991439
671,61,180,168,33,187991439
672,61,180,168,33,187991439
673,61,180,168,33,187991439
674,61,180,168,33,187991439
675,61,180,168,33,187991439
676,61,166,90,124,292568851
677,61,166,90,124,292568851
678,61,166,90,124,292568851
679,61,166,90,124,292568851
680,61,166,90,124,292568851
681,61,166,90,124,292568851
682,61,166,90,124,292568851
683,87,24,19,38,303001229
684,87,24,19,38,303001229
685,87,24,19,38,303001229
686,87,24,19,38,303001229
687,87,24,19,38,303001229
688,82,138,131,47,144512310
689,82,138,131,47,144512310
690,82,138,131,47,144512310
691,82,138,131,47,144512310
692,82,138,131,47,144512310
693,82,138,131,47,144512310
694,82,138,131,47,144512310
695,82,138,131,47,144512310
696,82,138,131,47,144512310
697,74,220,113,51,127490802
698,74,220,113,51,127490802
699,74,220,113,51,127490802
700,74,220,113,51,127490802
701,74,220,113,51,127490802
702,74,220,113,51,127490802
703,74,220,113,51,127490802
704,74,220,113,51,127490802
705,74,220,113,51,127490802
706,74,220,113,51,127490802
707,74,220,113,51,127490802
708,74,220,113,51,127490802
709,29,114,110,129,146405371
710,29,114,110,129,146405371
711,29,114,110,129,146405371
712,29,114,110,129,146405371
713,29,114,110,129,146405371
714,29,114,110,129,146405371
715,32,114,162,101,281666058
716,32,114,162,101,281666058
717,32,114,162,101,281666058
718,32,114,162,101,281666058
719,32,114,162,101,281666058
720,32,114,162,101,281666058
721,55,207,26,7,63143812
722,55,207,26,7,63143812
723,55,207,26,7,63143812
724,55,207,26,7,63143812
725,55,207,26,7,63143812
726,55,207,26,7,63143812
727,55,207,26,7,63143812
728,32,51,58,41,60655503
729,32,51,58,41,60655503
730,32,51,58,41,60655503
731,32,51,58,41,60655503
732,32,51,58,41,60655503
733,25,287,72,168,76846624
734,25,287,72,168,76846624
735,25,287,72,168,76846624
736,25,287,72,168,76846624
737,25,287,72,168,76846624
738,25,287,72,168,76846624
739,25,287,72,168,76846624
740,13,81,62,62,320706665
741,13,81,62,62,320706665
742,13,81,62,62,320706665
743,13,81,62,62,320706665
744,13,81,62,62,320706665
745,13,81,62,62,320706665
746,13,81,62,62,320706665
747,13,81,62,62,320706665
748,21,75,67,10,46978995
749,21,75,67,10,46978995
750,21,75,67,10,46978995
751,21,75,67,10,46978995
752,21,75,67,10,46978995
753,21,75,67,10,46978995
754,21,75,67,10,46978995
755,21,75,67,10,46978995
756,21,75,67,10,46978995
757,21,75,67,10,46978995
758,12,202,13,14,89732035
759,12,202,13,14,89732035
760,12,202,13,14,89732035
761,12,202,13,14,89732035
762,12,202,13,14,89732035
763,12,202,13,14,89732035
764,12,202,13,14,89732035
765,53,38,12,5,104383624
766,53,38,12,5,104383624
767,53,38,12,5,104383624
768,53,38,12,5,104383624
769,53,38,12,5,104383624
770,87,109,41,72,198539855
771,87,109,41,72,198539855
772,87,109,41,72,198539855
773,87,109,41,72,198539855
774,87,109,41,72,198539855
775,87,109,41,72,198539855
776,87,109,41,72,198539855
777,87,109,41,72,198539855
778,87,24,38,54,318759914
779,87,24,38,54,318759914
780,87,24,38,54,318759914
781,87,24,38,54,318759914
782,87,24,38,54,318759914
783,87,24,38,54,318759914
784,87,24,38,54,318759914
785,87,24,38,54,318759914
786,89,167,176,40,34293771
787,89,167,176,40,34293771
788,89,167,176,40,34293771
789,89,167,176,40,34293771
790,89,167,176,40,34293771
791,89,167,176,40,34293771
792,22,52,75,25,292000866
793,22,52,75,25,292000866
794,22,52,75,25,292000866
795,22,52,75,25,292000866
796,22,52,75,25,292000866
797,42,52,75,35,289994397
798,42,52,75,35,289994397
799,42,52,75,35,289994397
800,42,52,75,35,289994397
801,42,52,75,35,289994397
802,44,150,165,82,227946274
803,44,150,165,82,227946274
804,44,150,165,82,227946274
805,44,150,165,82,227946274
806,44,150,165,82,227946274
807,44,150,165,82,227946274
808,44,150,165,82,227946274
809,32,150,47,15,256386216
810,32,150,47,15,256386216
811,32,150,47,15,256386216
812,32,150,47,15,256386216
813,32,150,47,15,256386216
814,32,150,47,15,256386216
815,32,150,47,15,256386216
816,32,150,47,15,256386216
817,113,287,95,28,206456431
818,113,287,95,28,206456431
819,113,287,95,28,206456431
820,113,287,95,28,206456431
821,113,287,95,28,206456431
822,113,287,95,28,206456431
823,31,69,59,45,206435493
824,31,69,59,45,206435493
825,31,69,59,45,206435493
826,31,69,59,45,206435493
827,31,69,59,45,206435493
828,61,200,224,330,205343774
829,61,200,224,330,205343774
830,61,200,224,330,205343774
831,61,200,224,330,205343774
832,61,200,224,330,205343774
833,61,200,224,330,205343774
834,61,200,224,330,205343774
835,61,200,224,330,205343774
836,61,200,224,330,205343774
837,32,90,134,72,179982968
838,32,90,134,72,179982968
839,32,90,134,72,179982968
840,32,90,134,72,179982968
841,32,90,134,72,179982968
842,32,90,134,72,179982968
843,32,90,134,72,179982968
844,88,194,37,128,177243721
845,88,194,37,128,177243721
846,88,194,37,128,177243721
847,88,194,37,128,177243721
848,88,194,37,128,177243721
849,88,194,37,128,177243721
850,88,194,37,128,177243721
851,28,169,128,9,179883016
852,28,169,128,9,179883016
853,28,169,128,9,179883016
854,28,169,128,9,179883016
855,28,169,128,9,179883016
856,28,169,128,9,179883016
857,28,169,128,9,179883016
858,28,169,128,9,179883016
859,28,169,128,9,179883016
860,46,10,5,13,139259759
861,46,10,5,13,139259759
862,46,10,5,13,139259759
863,46,10,5,13,139259759
864,46,10,5,13,139259759
865,6,60,19,6,400736600
866,6,60,19,6,400736600
867,6,60,19,6,400736600
868,6,60,19,6,400736600
869,6,60,19,6,400736600
870,6,60,19,6,400736600
871,46,21,9,9,281492479
872,46,21,9,9,281492479
873,46,21,9,9,281492479
874,46,21,9,9,281492479
875,46,21,9,9,281492479
876,46,21,9,9,281492479
877,46,21,9,9,281492479
878,46,21,9,9,281492479
879,46,21,9,9,281492479
880,12,115,154,167,206360018
881,12,115,154,167,206360018
882,12,115,154,167,206360018
883,12,115,154,167,206360018
884,12,115,154,167,206360018
885,36,90,165,65,153629485
886,36,90,165,65,153629485
887,36,90,165,65,153629485
888,36,90,165,65,153629485
889,36,90,165,65,153629485
890,36,90,165,65,153629485
891,36,90,165,65,153629485
892,105,196,13,31,133375846
893,105,196,13,31,133375846
894,105,196,13,31,133375846
895,105,196,13,31,133375846
896,105,196,13,31,133375846
897,105,196,13,31,133375846
898,53,115,154,167,181015141
899,53,115,154,167,181015141
900,53,115,154,167,181015141
901,53,115,154,167,181015141
902,53,115,154,167,181015141
903,53,115,154,167,181015141
904,53,115,154,167,181015141
905,7,115,49,7,114053579
906,7,115,49,7,114053579
907,7,115,49,7,114053579
908,7,115,49,7,114053579
909,7,115,49,7,114053579
910,7,115,49,7,114053579
911,7,115,49,7,114053579
912,10,49,10,10,119420252
913,10,49,10,10,119420252
914,10,49,10,10,119420252
915,10,49,10,10,119420252
916,10,49,10,10,119420252
917,10,49,10,10,119420252
918,10,49,10,10,119420252
919,10,49,10,10,119420252
920,10,49,10,10,119420252
921,10,49,10,10,119420252
922,33,224,52,17,83640426
923,33,224,52,17,83640426
924,33,224,52,17,83640426
925,33,224,52,17,83640426
926,33,224,52,17,83640426
927,113,287,115,95,79711678
928,113,287,115,95,79711678
929,113,287,115,95,79711678
930,113,287,115,95,79711678
931,113,287,115,95,79711678
932,113,287,115,95,79711678
933,113,287,115,95,79711678
934,113,287,115,95,79711678
935,113,287,115,95,79711678
936,113,287,115,95,79711678
937,29,190,84,24,195000874
938,29,190,84,24,195000874
939,29,190,84,24,195000874
940,29,190,84,24,195000874
941,29,190,84,24,195000874
942,29,190,84,24,195000874
943,29,190,84,24,195000874
944,24,167,6,18,61937495
945,24,167,6,18,61937495
946,24,167,6,18,61937495
947,24,167,6,18,61937495
948,24,167,6,18,61937495
949,24,167,6,18,61937495
950,22,60,66,12,124051759
951,22,60,66,12,124051759
952,22,60,66,12,124051759
953,22,60,66,12,124051759
954,22,60,66,12,124051759
955,22,60,66,12,124051759
956,8,106,38,72,126597121
957,8,106,38,72,126597121
958,8,106,38,72,126597121
959,8,106,38,72,126597121
960,8,106,38,72,126597121
961,8,106,38,72,126597121
962,8,106,38,72,126597121
963,8,106,38,72,126597121
964,6,176,145,6,165230261
965,6,176,145,6,165230261
966,6,176,145,6,165230261
967,6,176,145,6,165230261
968,6,176,145,6,165230261
969,6,176,145,6,165230261
970,69,5,5,24,131564731
971,69,5,5,24,131564731
972,69,5,5,24,131564731
973,69,5,5,24,131564731
974,69,5,5,24,131564731
975,29,162,190,82,133382309
976,29,162,190,82,133382309
977,29,162,190,82,133382309
978,29,162,190,82,133382309
979,29,162,190,82,133382309
980,29,162,190,82,133382309
981,29,162,190,82,133382309
982,29,162,190,82,133382309
983,59,158,31,31,73103784
984,59,158,31,31,73103784
985,59,158,31,31,73103784
986,59,158,31,31,73103784
987,59,158,31,31,73103784
988,59,158,31,31,73103784
989,59,158,31,31,73103784
990,59,158,31,31,73103784
991,59,158,31,31,73103784
992,11,5,33,44,21379315
993,11,5,33,44,21379315
994,11,5,33,44,21379315
995,11,5,33,44,21379315
