,director_name,actor_1,actor_2,actor_3,plot_keywords,gross
192,19,20,23,23,marvel,407197282.0
193,19,20,23,23,cinematic,407197282.0
194,19,20,23,23,universe,407197282.0
195,19,20,23,23,returning,407197282.0
196,19,20,23,23,character,407197282.0
197,19,20,23,23,killed,407197282.0
198,19,20,23,23,superhero,407197282.0
199,20,21,24,24,box,65173160.0
200,20,21,24,24,office,65173160.0
201,20,21,24,24,flop,65173160.0
202,20,21,24,24,hawaii,65173160.0
203,20,21,24,24,naval,65173160.0
204,20,21,24,24,oahu,65173160.0
205,20,21,24,24,ship,65173160.0
206,21,22,25,25,dinosaur,652177271.0
207,21,22,25,25,disaster,652177271.0
208,21,22,25,25,film,652177271.0
209,21,22,25,25,experiment,652177271.0
210,21,22,25,25,gone,652177271.0
211,21,22,25,25,wrong,652177271.0
212,21,22,25,25,jurassic,652177271.0
213,21,22,25,25,park,652177271.0
214,21,22,25,25,velociraptor,652177271.0
215,2,23,26,11,brawl,304360277.0
216,2,23,26,11,childhood,304360277.0
217,2,23,26,11,home,304360277.0
218,2,23,26,11,computer,304360277.0
219,2,23,26,11,cracker,304360277.0
220,2,23,26,11,intelligence,304360277.0
221,2,23,26,11,agency,304360277.0
222,2,23,26,11,terrorist,304360277.0
223,2,23,26,11,cell,304360277.0
224,5,5,5,5,death,373377893.0
225,5,5,5,5,doctor,373377893.0
226,5,5,5,5,scientist,373377893.0
227,5,5,5,5,super,373377893.0
228,5,5,5,5,villain,373377893.0
229,5,5,5,5,tentacle,373377893.0
230,22,20,27,26,armor,408992272.0
231,22,20,27,26,explosion,408992272.0
232,22,20,27,26,human,408992272.0
233,22,20,27,26,bomb,408992272.0
234,22,20,27,26,missile,408992272.0
235,22,20,27,26,attack,408992272.0
236,22,20,27,26,terrorist,408992272.0
237,23,1,28,27,alice,334185206.0
238,23,1,28,27,wonderland,334185206.0
239,23,1,28,27,mistaking,334185206.0
240,23,1,28,27,reality,334185206.0
241,23,1,28,27,dream,334185206.0
242,23,1,28,27,queen,334185206.0
243,23,1,28,27,shrinking,334185206.0
244,23,1,28,27,potion,334185206.0
245,24,24,29,28,battle,234360014.0
246,24,24,29,28,mutant,234360014.0
247,24,24,29,28,outrage,234360014.0
248,24,24,29,28,walking,234360014.0
249,24,24,29,28,a,234360014.0
250,24,24,29,28,wall,234360014.0
251,24,24,29,28,x,234360014.0
252,24,24,29,28,men,234360014.0
253,25,25,30,29,cheating,268488329.0
254,25,25,30,29,fraternity,268488329.0
255,25,25,30,29,monster,268488329.0
256,25,25,30,29,singing,268488329.0
257,25,25,30,29,a,268488329.0
258,25,25,30,29,car,268488329.0
259,25,25,30,29,university,268488329.0
260,26,26,31,30,autobot,402076689.0
261,26,26,31,30,decepticon,402076689.0
262,26,26,31,30,machine,402076689.0
263,26,26,31,30,sun,402076689.0
264,26,26,31,30,symbol,402076689.0
265,26,27,32,31,blockbuster,245428137.0
266,26,27,32,31,bumblebee,245428137.0
267,26,27,32,31,the,245428137.0
268,26,27,32,31,character,245428137.0
269,26,27,32,31,semi,245428137.0
270,26,27,32,31,truck,245428137.0
271,26,27,32,31,and,245428137.0
272,26,27,32,31,trailer,245428137.0
273,26,27,32,31,texas,245428137.0
274,26,27,32,31,truck,245428137.0
275,5,28,33,32,circus,234903076.0
276,5,28,33,32,magic,234903076.0
277,5,28,33,32,magician,234903076.0
278,5,28,33,32,oz,234903076.0
279,5,28,33,32,witch,234903076.0
280,16,15,18,33,costumed,202853933.0
281,16,15,18,33,hero,202853933.0
282,16,15,18,33,death,202853933.0
283,16,15,18,33,girlfriend,202853933.0
284,16,15,18,33,masked,202853933.0
285,16,15,18,33,vigilante,202853933.0
286,16,15,18,33,returning,202853933.0
287,16,15,18,33,character,202853933.0
288,16,15,18,33,killed,202853933.0
289,16,15,18,33,teenager,202853933.0
290,27,29,34,34,arcade,172051787.0
291,27,29,34,34,bridge,172051787.0
292,27,29,34,34,disappearance,172051787.0
293,27,29,34,34,escape,172051787.0
294,27,29,34,34,warrior,172051787.0
295,28,30,21,35,best,191450875.0
296,28,30,21,35,friend,191450875.0
297,28,30,21,35,car,191450875.0
298,28,30,21,35,race,191450875.0
299,28,30,21,35,conspiracy,191450875.0
300,28,30,21,35,gadget,191450875.0
301,28,30,21,35,spy,191450875.0
302,29,31,35,36,autopsy,116593191.0
303,29,31,35,36,lantern,116593191.0
304,29,31,35,36,planet,116593191.0
305,29,31,35,36,ring,116593191.0
306,29,31,35,36,test,116593191.0
307,29,31,35,36,pilot,116593191.0
308,30,32,36,37,college,414984497.0
309,30,32,36,37,day,414984497.0
310,30,32,36,37,care,414984497.0
311,30,32,36,37,escape,414984497.0
312,30,32,36,37,teddy,414984497.0
313,30,32,36,37,bear,414984497.0
314,30,32,36,37,toy,414984497.0
315,31,33,37,38,death,125320003.0
316,31,33,37,38,row,125320003.0
317,31,33,37,38,future,125320003.0
318,31,33,37,38,machine,125320003.0
319,31,33,37,38,rescue,125320003.0
320,31,33,37,38,skynet,125320003.0
321,32,34,38,39,car,350034110.0
322,32,34,38,39,falling,350034110.0
323,32,34,38,39,a,350034110.0
324,32,34,38,39,cliff,350034110.0
325,32,34,38,39,hospital,350034110.0
326,32,34,38,39,revenge,350034110.0
327,32,34,38,39,star,350034110.0
328,32,34,38,39,died,350034110.0
329,32,34,38,39,release,350034110.0
330,32,34,38,39,terrorist,350034110.0
331,11,35,39,40,chaos,202351611.0
332,11,35,39,40,disease,202351611.0
333,11,35,39,40,infection,202351611.0
334,11,35,39,40,pandemic,202351611.0
335,11,35,39,40,zombie,202351611.0
336,10,36,40,41,dystopia,233914986.0
337,10,36,40,41,super,233914986.0
338,10,36,40,41,strength,233914986.0
339,10,36,40,41,supernatural,233914986.0
340,10,36,40,41,power,233914986.0
341,10,36,40,41,time,233914986.0
342,10,36,40,41,paradox,233914986.0
343,10,36,40,41,travel,233914986.0
344,33,37,41,42,admiral,228756232.0
345,33,37,41,42,captain,228756232.0
346,33,37,41,42,manhunt,228756232.0
347,33,37,41,42,mission,228756232.0
348,33,37,41,42,space,228756232.0
349,10,38,42,43,bean,65171860.0
350,10,38,42,43,giant,65171860.0
351,10,38,42,43,king,65171860.0
352,10,38,42,43,no,65171860.0
353,10,38,42,43,opening,65171860.0
354,10,38,42,43,credits,65171860.0
355,10,38,42,43,princess,65171860.0
356,34,19,43,44,ingratitude,144812796.0
357,34,19,43,44,mansion,144812796.0
358,34,19,43,44,party,144812796.0
359,34,19,43,44,title,144812796.0
360,34,19,43,44,appears,144812796.0
361,34,19,43,44,writing,144812796.0
362,34,19,43,44,tragedy,144812796.0
363,35,39,44,45,alamut,90755643.0
364,35,39,44,45,dagger,90755643.0
365,35,39,44,45,king,90755643.0
366,35,39,44,45,persia,90755643.0
367,35,39,44,45,princess,90755643.0
368,36,40,45,46,giant,101785482.0
369,36,40,45,46,monster,101785482.0
370,36,40,45,46,kaiju,101785482.0
371,36,40,45,46,pilot,101785482.0
372,36,40,45,46,portal,101785482.0
373,36,40,45,46,robot,101785482.0
374,26,26,46,47,autobot,352358779.0
375,26,26,46,47,decepticon,352358779.0
376,26,26,46,47,job,352358779.0
377,26,26,46,47,interview,352358779.0
378,26,26,46,47,moon,352358779.0
379,26,26,46,47,spacecraft,352358779.0
380,37,41,47,48,cult,317011114.0
381,37,41,47,48,figure,317011114.0
382,37,41,47,48,femme,317011114.0
383,37,41,47,48,fatale,317011114.0
384,37,41,47,48,indiana,317011114.0
385,37,41,47,48,jones,317011114.0
386,37,41,47,48,unsubtitled,317011114.0
387,37,41,47,48,foreign,317011114.0
388,37,41,47,48,language,317011114.0
389,37,41,47,48,year,317011114.0
390,37,41,47,48,1957,317011114.0
391,38,42,48,49,apatosaurus,123070338.0
392,38,42,48,49,asteroid,123070338.0
393,38,42,48,49,dinosaur,123070338.0
394,38,42,48,49,fear,123070338.0
395,38,42,48,49,river,123070338.0
396,39,43,36,50,archery,237282182.0
397,39,43,36,50,coming,237282182.0
398,39,43,36,50,age,237282182.0
399,39,43,36,50,female,237282182.0
400,39,43,36,50,warrior,237282182.0
401,39,43,36,50,princess,237282182.0
402,39,43,36,50,rebellious,237282182.0
403,39,43,36,50,daughter,237282182.0
404,40,44,49,51,hatred,130468626.0
405,40,44,49,51,sequel,130468626.0
406,40,44,49,51,space,130468626.0
407,40,44,49,51,opera,130468626.0
408,40,44,49,51,star,130468626.0
409,40,44,49,51,trek,130468626.0
410,40,44,49,51,third,130468626.0
411,40,44,49,51,part,130468626.0
412,4,45,50,52,earth,223806889.0
413,4,45,50,52,obesity,223806889.0
414,4,45,50,52,plant,223806889.0
415,4,45,50,52,robot,223806889.0
416,4,45,50,52,soil,223806889.0
417,24,46,51,53,ambassador,140080850.0
418,24,46,51,53,assassination,140080850.0
419,24,46,51,53,chinese,140080850.0
420,24,46,51,53,french,140080850.0
421,24,46,51,53,triad,140080850.0
422,41,47,52,54,ark,166112167.0
423,41,47,52,54,catastrophe,166112167.0
424,41,47,52,54,geologist,166112167.0
425,41,47,52,54,president,166112167.0
426,41,47,52,54,writer,166112167.0
427,42,48,53,55,charles,137850096.0
428,42,48,53,55,dickens,137850096.0
429,42,48,53,55,christmas,137850096.0
430,42,48,53,55,eve,137850096.0
431,42,48,53,55,ghost,137850096.0
432,42,48,53,55,scrooge,137850096.0
433,43,49,33,56,box,47375327.0
434,43,49,33,56,office,47375327.0
435,43,49,33,56,flop,47375327.0
436,43,49,33,56,critically,47375327.0
437,43,49,33,56,bashed,47375327.0
438,43,49,33,56,planet,47375327.0
439,43,49,33,56,earth,47375327.0
440,43,49,33,56,space,47375327.0
441,43,49,33,56,opera,47375327.0
442,43,49,33,56,woman,47375327.0
443,43,49,33,56,bra,47375327.0
444,43,49,33,56,and,47375327.0
445,43,49,33,56,panties,47375327.0
446,8,2,24,57,africa,124051759.0
447,8,2,24,57,capture,124051759.0
448,8,2,24,57,jungle,124051759.0
449,8,2,24,57,male,124051759.0
450,8,2,24,57,objectification,124051759.0
451,8,2,24,57,tarzan,124051759.0
452,12,50,54,58,hide,291709845.0
453,12,50,54,58,and,291709845.0
454,12,50,54,58,seek,291709845.0
455,12,50,54,58,lion,291709845.0
456,12,50,54,58,magic,291709845.0
457,12,50,54,58,professor,291709845.0
458,12,50,54,58,snow,291709845.0
459,10,36,55,59,mutant,154985087.0
460,10,36,55,59,superhero,154985087.0
461,10,36,55,59,team,154985087.0
462,10,36,55,59,x,154985087.0
463,10,36,55,59,men,154985087.0
464,10,36,55,59,year,154985087.0
465,10,36,55,59,1983,154985087.0
466,3,33,56,60,based,533316061.0
467,3,33,56,60,comic,533316061.0
468,3,33,56,60,book,533316061.0
469,3,33,56,60,dc,533316061.0
470,3,33,56,60,comics,533316061.0
471,3,33,56,60,psychopath,533316061.0
472,3,33,56,60,star,533316061.0
473,3,33,56,60,died,533316061.0
474,3,33,56,60,release,533316061.0
475,3,33,56,60,urban,533316061.0
476,3,33,56,60,setting,533316061.0
477,44,45,57,61,balloon,292979556.0
478,44,45,57,61,house,292979556.0
479,44,45,57,61,promise,292979556.0
480,44,45,57,61,retirement,292979556.0
481,44,45,57,61,skeleton,292979556.0
482,45,51,58,62,alien,198332128.0
483,45,51,58,62,invasion,198332128.0
484,45,51,58,62,space,198332128.0
485,45,51,58,62,craft,198332128.0
486,45,51,58,62,giant,198332128.0
487,45,51,58,62,giantess,198332128.0
488,46,20,59,63,afghanistan,318298180.0
489,46,20,59,63,billionaire,318298180.0
490,46,20,59,63,inventor,318298180.0
491,46,20,59,63,playboy,318298180.0
492,46,20,59,63,u.s.,318298180.0
493,46,20,59,63,air,318298180.0
494,46,20,59,63,force,318298180.0
495,47,52,60,64,automaton,73820094.0
496,47,52,60,64,mechanical,73820094.0
497,47,52,60,64,railway,73820094.0
498,47,52,60,64,station,73820094.0
499,47,52,60,64,steampunk,73820094.0
500,47,52,60,64,train,73820094.0
501,14,13,61,65,buddy,113745408.0
502,14,13,61,65,movie,113745408.0
503,14,13,61,65,general,113745408.0
504,14,13,61,65,inventor,113745408.0
505,14,13,61,65,steampunk,113745408.0
506,14,13,61,65,utah,113745408.0
507,48,53,62,66,army,102176165.0
508,48,53,62,66,china,102176165.0
509,48,53,62,66,emperor,102176165.0
510,48,53,62,66,mummy,102176165.0
511,48,53,62,66,shangri,102176165.0
512,48,53,62,66,la,102176165.0
513,49,13,63,67,based,161087183.0
514,49,13,63,67,comic,161087183.0
515,49,13,63,67,book,161087183.0
516,49,13,63,67,critically,161087183.0
517,49,13,63,67,bashed,161087183.0
518,49,13,63,67,father,161087183.0
519,49,13,63,67,daughter,161087183.0
520,49,13,63,67,relationship,161087183.0
521,49,13,63,67,reference,161087183.0
522,49,13,63,67,superman,161087183.0
523,49,13,63,67,super,161087183.0
524,49,13,63,67,villain,161087183.0
525,50,54,64,68,ark,100289690.0
526,50,54,64,68,change,100289690.0
527,50,54,64,68,congressman,100289690.0
528,50,54,64,68,depiction,100289690.0
529,50,54,64,68,god,100289690.0
530,50,54,64,68,flood,100289690.0
531,51,55,65,69,alien,100189501.0
532,51,55,65,69,combat,100189501.0
533,51,55,65,69,dying,100189501.0
534,51,55,65,69,repeatedly,100189501.0
535,51,55,65,69,end,100189501.0
536,51,55,65,69,the,100189501.0
537,51,55,65,69,world,100189501.0
538,51,55,65,69,time,100189501.0
539,51,55,65,69,loop,100189501.0
540,52,56,66,70,future,88246220.0
541,52,56,66,70,sail,88246220.0
542,52,56,66,70,sea,88246220.0
543,52,56,66,70,smoker,88246220.0
544,52,56,66,70,water,88246220.0
545,53,57,67,71,cobra,150167630.0
546,53,57,67,71,gi,150167630.0
547,53,57,67,71,joe,150167630.0
548,53,57,67,71,snake,150167630.0
549,53,57,67,71,train,150167630.0
550,53,57,67,71,warhead,150167630.0
551,44,51,68,72,anger,356454367.0
552,44,51,68,72,joy,356454367.0
553,44,51,68,72,memory,356454367.0
554,44,51,68,72,running,356454367.0
555,44,51,68,72,away,356454367.0
556,44,51,68,72,sadness,356454367.0
557,46,58,69,73,fire,362645141.0
558,46,58,69,73,jungle,362645141.0
559,46,58,69,73,remake,362645141.0
560,46,58,69,73,tiger,362645141.0
561,46,58,69,73,wolf,362645141.0
562,46,20,23,63,hammer,312057433.0
563,46,20,23,63,military,312057433.0
564,46,20,23,63,monaco,312057433.0
565,46,20,23,63,revenge,312057433.0
566,46,20,23,63,tony,312057433.0
567,46,20,23,63,stark,312057433.0
568,54,7,70,74,evil,155111815.0
569,54,7,70,74,queen,155111815.0
570,54,7,70,74,fairy,155111815.0
571,54,7,70,74,tale,155111815.0
572,54,7,70,74,magic,155111815.0
573,54,7,70,74,queen,155111815.0
574,54,7,70,74,snow,155111815.0
575,54,7,70,74,white,155111815.0
576,55,59,71,75,curse,241407328.0
577,55,59,71,75,dark,241407328.0
578,55,59,71,75,fantasy,241407328.0
579,55,59,71,75,fairy,241407328.0
580,55,59,71,75,king,241407328.0
581,55,59,71,75,kingdom,241407328.0
582,56,60,25,76,ape,208543795.0
583,56,60,25,76,dam,208543795.0
584,56,60,25,76,leader,208543795.0
585,56,60,25,76,post,208543795.0
586,56,60,25,76,apocalypse,208543795.0
587,56,60,25,76,sequel,208543795.0
588,57,61,72,77,box,38297305.0
589,57,61,72,77,office,38297305.0
590,57,61,72,77,flop,38297305.0
591,57,61,72,77,ronin,38297305.0
592,57,61,72,77,samurai,38297305.0
593,57,61,72,77,shogun,38297305.0
594,57,61,72,77,tournament,38297305.0
595,19,58,73,78,conspiracy,259746958.0
596,19,58,73,78,heroism,259746958.0
597,19,58,73,78,megalomaniac,259746958.0
598,19,58,73,78,super,259746958.0
599,19,58,73,78,soldier,259746958.0
600,19,58,73,78,world,259746958.0
601,19,58,73,78,domination,259746958.0
602,58,62,74,79,alternate,238371987.0
603,58,62,74,79,world,238371987.0
604,58,62,74,79,fairy,238371987.0
605,58,62,74,79,tale,238371987.0
606,58,62,74,79,parody,238371987.0
607,58,62,74,79,female,238371987.0
608,58,62,74,79,warrior,238371987.0
609,58,62,74,79,ogre,238371987.0
610,58,62,74,79,true,238371987.0
611,58,62,74,79,love,238371987.0
612,59,63,75,80,boy,93417865.0
613,59,63,75,80,genius,93417865.0
614,59,63,75,80,futuristic,93417865.0
615,59,63,75,80,city,93417865.0
616,59,63,75,80,inventor,93417865.0
617,59,63,75,80,teenage,93417865.0
618,59,63,75,80,girl,93417865.0
619,59,63,75,80,time,93417865.0
620,59,63,75,80,travel,93417865.0
621,60,64,76,81,high,222487711.0
622,60,64,76,81,tech,222487711.0
623,60,64,76,81,martial,222487711.0
624,60,64,76,81,arts,222487711.0
625,60,64,76,81,masked,222487711.0
626,60,64,76,81,man,222487711.0
627,60,64,76,81,robot,222487711.0
628,60,64,76,81,superhero,222487711.0
629,61,65,77,82,arcade,189412677.0
630,61,65,77,82,candy,189412677.0
631,61,65,77,82,glitch,189412677.0
632,61,65,77,82,king,189412677.0
633,61,65,77,82,medal,189412677.0
634,42,32,78,83,boy,665426.0
635,42,32,78,83,christmas,665426.0
636,42,32,78,83,eve,665426.0
637,42,32,78,83,north,665426.0
638,42,32,78,83,pole,665426.0
639,42,32,78,83,train,665426.0
640,41,66,79,84,alien,102315545.0
641,41,66,79,84,battle,102315545.0
642,41,66,79,84,defense,102315545.0
643,41,66,79,84,independence,102315545.0
644,41,66,79,84,day,102315545.0
645,41,66,79,84,mothership,102315545.0
646,62,67,80,85,dragon,217387997.0
647,62,67,80,85,island,217387997.0
648,62,67,80,85,training,217387997.0
649,62,67,80,85,viking,217387997.0
650,62,67,80,85,village,217387997.0
651,63,68,81,86,drifter,150350192.0
652,63,68,81,86,exploding,150350192.0
653,63,68,81,86,truck,150350192.0
654,63,68,81,86,future,150350192.0
655,63,68,81,86,machine,150350192.0
656,63,68,81,86,skynet,150350192.0
657,64,69,82,87,bounty,333130696.0
658,64,69,82,87,hunter,333130696.0
659,64,69,82,87,outer,333130696.0
660,64,69,82,87,space,333130696.0
661,64,69,82,87,raccoon,333130696.0
662,64,69,82,87,talking,333130696.0
663,64,69,82,87,animal,333130696.0
664,64,69,82,87,tree,333130696.0
665,3,70,83,88,black,187991439.0
666,3,70,83,88,hole,187991439.0
667,3,70,83,88,father,187991439.0
668,3,70,83,88,daughter,187991439.0
669,3,70,83,88,relationship,187991439.0
670,3,70,83,88,saving,187991439.0
671,3,70,83,88,the,187991439.0
672,3,70,83,88,world,187991439.0
673,3,70,83,88,space,187991439.0
674,3,70,83,88,travel,187991439.0
675,3,70,83,88,wormhole,187991439.0
676,3,19,84,3,ambiguous,292568851.0
677,3,19,84,3,ending,292568851.0
678,3,19,84,3,corporate,292568851.0
679,3,19,84,3,espionage,292568851.0
680,3,19,84,3,dream,292568851.0
681,3,19,84,3,subconscious,292568851.0
682,3,19,84,3,thief,292568851.0
683,15,14,17,17,dragon,303001229.0
684,15,14,17,17,dwarf,303001229.0
685,15,14,17,17,hobbit,303001229.0
686,15,14,17,17,orc,303001229.0
687,15,14,17,17,wizard,303001229.0
688,48,71,82,89,eighteen,144512310.0
689,48,71,82,89,wheeler,144512310.0
690,48,71,82,89,illegal,144512310.0
691,48,71,82,89,street,144512310.0
692,48,71,82,89,racing,144512310.0
693,48,71,82,89,truck,144512310.0
694,48,71,82,89,trucker,144512310.0
695,48,71,82,89,undercover,144512310.0
696,48,71,82,89,cop,144512310.0
697,65,72,85,90,deformed,127490802.0
698,65,72,85,90,baby,127490802.0
699,65,72,85,90,diary,127490802.0
700,65,72,85,90,lingerie,127490802.0
701,65,72,85,90,slip,127490802.0
702,65,72,85,90,older,127490802.0
703,65,72,85,90,man,127490802.0
704,65,72,85,90,younger,127490802.0
705,65,72,85,90,woman,127490802.0
706,65,72,85,90,relationship,127490802.0
707,65,72,85,90,premature,127490802.0
708,65,72,85,90,aging,127490802.0
709,66,36,55,91,cia,146405371.0
710,66,36,55,91,agent,146405371.0
711,66,36,55,91,mutant,146405371.0
712,66,36,55,91,nuclear,146405371.0
713,66,36,55,91,war,146405371.0
714,66,36,55,91,professor,146405371.0
715,67,36,86,92,death,281666058.0
716,67,36,86,92,sister,281666058.0
717,67,36,86,92,dystopia,281666058.0
718,67,36,86,92,execution,281666058.0
719,67,36,86,92,rebellion,281666058.0
720,67,36,86,92,revolution,281666058.0
721,68,73,87,93,chosen,63143812.0
722,68,73,87,93,one,63143812.0
723,68,73,87,93,enchanted,63143812.0
