,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords,gross
79,47,24,42,44,hero,168368427.0
80,47,24,42,44,attempted,168368427.0
81,47,24,42,44,rape,168368427.0
82,47,24,42,44,bond,168368427.0
83,47,24,42,44,girl,168368427.0
84,47,24,42,44,official,168368427.0
85,47,24,42,44,james,168368427.0
86,47,24,42,44,series,168368427.0
87,47,24,42,44,revenge,168368427.0
88,45,287,64,38,box,423032628.0
89,45,287,64,38,office,423032628.0
90,45,287,64,38,hit,423032628.0
91,45,287,64,38,giant,423032628.0
92,45,287,64,38,squid,423032628.0
93,45,287,64,38,heart,423032628.0
94,45,287,64,38,liar's,423032628.0
95,45,287,64,38,dice,423032628.0
96,45,287,64,38,monster,423032628.0
97,45,287,13,179,horse,89289910.0
98,45,287,13,179,outlaw,89289910.0
99,45,287,13,179,texas,89289910.0
100,45,287,13,179,ranger,89289910.0
101,45,287,13,179,train,89289910.0
102,67,63,37,54,based,291021565.0
103,67,63,37,54,comic,291021565.0
104,67,63,37,54,book,291021565.0
105,67,63,37,54,british,291021565.0
106,67,63,37,54,actor,291021565.0
107,67,63,37,54,playing,291021565.0
108,67,63,37,54,american,291021565.0
109,67,63,37,54,character,291021565.0
110,67,63,37,54,final,291021565.0
111,67,63,37,54,battle,291021565.0
112,67,63,37,54,origin,291021565.0
113,67,63,37,54,hero,291021565.0
114,67,63,37,54,reboot,291021565.0
115,35,100,8,13,brother,141614023.0
116,35,100,8,13,relationship,141614023.0
117,35,100,8,13,sister,141614023.0
118,35,100,8,13,good,141614023.0
119,35,100,8,13,versus,141614023.0
120,35,100,8,13,evil,141614023.0
121,35,100,8,13,king,141614023.0
122,35,100,8,13,narnia,141614023.0
123,30,115,221,229,alien,623279547.0
124,30,115,221,229,invasion,623279547.0
125,30,115,221,229,assassin,623279547.0
126,30,115,221,229,battle,623279547.0
127,30,115,221,229,iron,623279547.0
128,30,115,221,229,man,623279547.0
129,30,115,221,229,soldier,623279547.0
130,36,287,27,38,blackbeard,241063875.0
131,36,287,27,38,captain,241063875.0
132,36,287,27,38,pirate,241063875.0
133,36,287,27,38,revenge,241063875.0
134,36,287,27,38,soldier,241063875.0
135,50,150,33,7,alien,179020854.0
136,50,150,33,7,criminal,179020854.0
137,50,150,33,7,m.i.b.,179020854.0
138,50,150,33,7,maximum,179020854.0
139,50,150,33,7,security,179020854.0
140,50,150,33,7,prison,179020854.0
141,50,150,33,7,prison,179020854.0
142,87,24,19,38,army,255108370.0
143,87,24,19,38,elf,255108370.0
144,87,24,19,38,hobbit,255108370.0
145,87,24,19,38,middle,255108370.0
146,87,24,19,38,earth,255108370.0
147,87,24,19,38,orc,255108370.0
148,22,104,38,10,lizard,262030663.0
149,22,104,38,10,outcast,262030663.0
150,22,104,38,10,spider,262030663.0
151,22,104,38,10,man,262030663.0
152,22,104,38,10,teenager,262030663.0
153,112,58,111,13,1190s,105219735.0
154,112,58,111,13,archer,105219735.0
155,112,58,111,13,england,105219735.0
156,112,58,111,13,king,105219735.0
157,112,58,111,13,robin,105219735.0
158,112,58,111,13,hood,105219735.0
159,87,24,19,38,dwarf,258355354.0
160,87,24,19,38,elf,258355354.0
161,87,24,19,38,lake,258355354.0
162,87,24,19,38,town,258355354.0
163,87,24,19,38,mountain,258355354.0
164,87,24,19,38,sword,258355354.0
165,87,24,19,38,and,258355354.0
166,87,24,19,38,sorcery,258355354.0
167,36,95,35,79,children,70083519.0
168,36,95,35,79,epic,70083519.0
169,36,95,35,79,friend,70083519.0
170,36,95,35,79,girl,70083519.0
171,36,95,35,79,quest,70083519.0
172,87,175,104,33,animal,218051260.0
173,87,175,104,33,name,218051260.0
174,87,175,104,33,title,218051260.0
175,87,175,104,33,ape,218051260.0
176,87,175,104,33,abducts,218051260.0
177,87,175,104,33,a,218051260.0
178,87,175,104,33,woman,218051260.0
179,87,175,104,33,gorilla,218051260.0
180,87,175,104,33,island,218051260.0
181,87,175,104,33,king,218051260.0
182,87,175,104,33,kong,218051260.0
183,49,166,150,5,artist,658672302.0
184,49,166,150,5,love,658672302.0
185,49,166,150,5,ship,658672302.0
186,49,166,150,5,titanic,658672302.0
187,49,166,150,5,wet,658672302.0
188,32,221,229,101,based,407197282.0
189,32,221,229,101,comic,407197282.0
190,32,221,229,101,book,407197282.0
191,32,221,229,101,knife,407197282.0
192,32,221,229,101,marvel,407197282.0
193,32,221,229,101,cinematic,407197282.0
194,32,221,229,101,universe,407197282.0
195,32,221,229,101,returning,407197282.0
196,32,221,229,101,character,407197282.0
197,32,221,229,101,killed,407197282.0
198,32,221,229,101,superhero,407197282.0
199,44,224,66,15,box,65173160.0
200,44,224,66,15,office,65173160.0
201,44,224,66,15,flop,65173160.0
202,44,224,66,15,hawaii,65173160.0
203,44,224,66,15,naval,65173160.0
204,44,224,66,15,oahu,65173160.0
205,44,224,66,15,ship,65173160.0
206,16,61,165,24,dinosaur,652177271.0
207,16,61,165,24,disaster,652177271.0
208,16,61,165,24,film,652177271.0
209,16,61,165,24,experiment,652177271.0
210,16,61,165,24,gone,652177271.0
211,16,61,165,24,wrong,652177271.0
212,16,61,165,24,jurassic,652177271.0
213,16,61,165,24,park,652177271.0
214,16,61,165,24,velociraptor,652177271.0
215,57,58,23,44,brawl,304360277.0
216,57,58,23,44,childhood,304360277.0
217,57,58,23,44,home,304360277.0
218,57,58,23,44,computer,304360277.0
219,57,58,23,44,cracker,304360277.0
220,57,58,23,44,intelligence,304360277.0
221,57,58,23,44,agency,304360277.0
222,57,58,23,44,terrorist,304360277.0
223,57,58,23,44,cell,304360277.0
224,80,202,185,177,death,373377893.0
225,80,202,185,177,doctor,373377893.0
226,80,202,185,177,scientist,373377893.0
227,80,202,185,177,super,373377893.0
228,80,202,185,177,villain,373377893.0
229,80,202,185,177,tentacle,373377893.0
230,13,221,122,121,armor,408992272.0
231,13,221,122,121,explosion,408992272.0
232,13,221,122,121,human,408992272.0
233,13,221,122,121,bomb,408992272.0
234,13,221,122,121,missile,408992272.0
235,13,221,122,121,attack,408992272.0
236,13,221,122,121,terrorist,408992272.0
237,113,287,72,168,alice,334185206.0
238,113,287,72,168,wonderland,334185206.0
239,113,287,72,168,mistaking,334185206.0
240,113,287,72,168,reality,334185206.0
241,113,287,72,168,dream,334185206.0
242,113,287,72,168,queen,334185206.0
243,113,287,72,168,shrinking,334185206.0
244,113,287,72,168,potion,334185206.0
245,63,169,44,8,battle,234360014.0
246,63,169,44,8,mutant,234360014.0
247,63,169,44,8,outrage,234360014.0
248,63,169,44,8,walking,234360014.0
249,63,169,44,8,a,234360014.0
250,63,169,44,8,wall,234360014.0
251,63,169,44,8,x,234360014.0
252,63,169,44,8,men,234360014.0
253,7,230,48,41,cheating,268488329.0
254,7,230,48,41,fraternity,268488329.0
255,7,230,48,41,monster,268488329.0
256,7,230,48,41,singing,268488329.0
257,7,230,48,41,a,268488329.0
258,7,230,48,41,car,268488329.0
259,7,230,48,41,university,268488329.0
260,87,49,54,31,autobot,402076689.0
261,87,49,54,31,decepticon,402076689.0
262,87,49,54,31,machine,402076689.0
263,87,49,54,31,sun,402076689.0
264,87,49,54,31,symbol,402076689.0
265,87,34,28,44,blockbuster,245428137.0
266,87,34,28,44,bumblebee,245428137.0
267,87,34,28,44,the,245428137.0
268,87,34,28,44,character,245428137.0
269,87,34,28,44,semi,245428137.0
270,87,34,28,44,truck,245428137.0
271,87,34,28,44,and,245428137.0
272,87,34,28,44,trailer,245428137.0
273,87,34,28,44,texas,245428137.0
274,87,34,28,44,truck,245428137.0
275,80,10,121,185,circus,234903076.0
276,80,10,121,185,magic,234903076.0
277,80,10,121,185,magician,234903076.0
278,80,10,121,185,oz,234903076.0
279,80,10,121,185,witch,234903076.0
280,22,104,38,24,costumed,202853933.0
281,22,104,38,24,hero,202853933.0
282,22,104,38,24,death,202853933.0
283,22,104,38,24,girlfriend,202853933.0
284,22,104,38,24,masked,202853933.0
285,22,104,38,24,vigilante,202853933.0
286,22,104,38,24,returning,202853933.0
287,22,104,38,24,character,202853933.0
288,22,104,38,24,killed,202853933.0
289,22,104,38,24,teenager,202853933.0
290,21,152,97,53,arcade,172051787.0
291,21,152,97,53,bridge,172051787.0
292,21,152,97,53,disappearance,172051787.0
293,21,152,97,53,escape,172051787.0
294,21,152,97,53,warrior,172051787.0
295,30,55,104,51,best,191450875.0
296,30,55,104,51,friend,191450875.0
297,30,55,104,51,car,191450875.0
298,30,55,104,51,race,191450875.0
299,30,55,104,51,conspiracy,191450875.0
300,30,55,104,51,gadget,191450875.0
301,30,55,104,51,spy,191450875.0
302,58,128,20,6,autopsy,116593191.0
303,58,128,20,6,lantern,116593191.0
304,58,128,20,6,planet,116593191.0
305,58,128,20,6,ring,116593191.0
306,58,128,20,6,test,116593191.0
307,58,128,20,6,pilot,116593191.0
308,7,196,59,23,college,414984497.0
309,7,196,59,23,day,414984497.0
310,7,196,59,23,care,414984497.0
311,7,196,59,23,escape,414984497.0
312,7,196,59,23,teddy,414984497.0
313,7,196,59,23,bear,414984497.0
314,7,196,59,23,toy,414984497.0
315,43,200,61,68,death,125320003.0
316,43,200,61,68,row,125320003.0
317,43,200,61,68,future,125320003.0
318,43,200,61,68,machine,125320003.0
319,43,200,61,68,rescue,125320003.0
320,43,200,61,68,skynet,125320003.0
321,55,164,138,131,car,350034110.0
322,55,164,138,131,falling,350034110.0
323,55,164,138,131,a,350034110.0
324,55,164,138,131,cliff,350034110.0
325,55,164,138,131,hospital,350034110.0
326,55,164,138,131,revenge,350034110.0
327,55,164,138,131,star,350034110.0
328,55,164,138,131,died,350034110.0
329,55,164,138,131,release,350034110.0
330,55,164,138,131,terrorist,350034110.0
331,47,24,220,35,chaos,202351611.0
332,47,24,220,35,disease,202351611.0
333,47,24,220,35,infection,202351611.0
334,47,24,220,35,pandemic,202351611.0
335,47,24,220,35,zombie,202351611.0
336,56,114,100,169,dystopia,233914986.0
337,56,114,100,169,super,233914986.0
338,56,114,100,169,strength,233914986.0
339,56,114,100,169,supernatural,233914986.0
340,56,114,100,169,power,233914986.0
341,56,114,100,169,time,233914986.0
342,56,114,100,169,paradox,233914986.0
343,56,114,100,169,travel,233914986.0
344,29,76,126,5,admiral,228756232.0
345,29,76,126,5,captain,228756232.0
346,29,76,126,5,manhunt,228756232.0
347,29,76,126,5,mission,228756232.0
348,29,76,126,5,space,228756232.0
349,56,82,62,7,bean,65171860.0
350,56,82,62,7,giant,65171860.0
351,56,82,62,7,king,65171860.0
352,56,82,62,7,no,65171860.0
353,56,82,62,7,opening,65171860.0
354,56,82,62,7,credits,65171860.0
355,56,82,62,7,princess,65171860.0
356,38,166,24,14,ingratitude,144812796.0
357,38,166,24,14,mansion,144812796.0
358,38,166,24,14,party,144812796.0
359,38,166,24,14,title,144812796.0
360,38,166,24,14,appears,144812796.0
361,38,166,24,14,writing,144812796.0
362,38,166,24,14,tragedy,144812796.0
363,42,133,25,10,alamut,90755643.0
364,42,133,25,10,dagger,90755643.0
365,42,133,25,10,king,90755643.0
366,42,133,25,10,persia,90755643.0
367,42,133,25,10,princess,90755643.0
368,29,35,108,13,giant,101785482.0
369,29,35,108,13,monster,101785482.0
370,29,35,108,13,kaiju,101785482.0
371,29,35,108,13,pilot,101785482.0
372,29,35,108,13,portal,101785482.0
373,29,35,108,13,robot,101785482.0
374,87,49,6,54,autobot,352358779.0
375,87,49,6,54,decepticon,352358779.0
376,87,49,6,54,job,352358779.0
377,87,49,6,54,interview,352358779.0
378,87,49,6,54,moon,352358779.0
379,87,49,6,54,spacecraft,352358779.0
380,176,196,82,224,cult,317011114.0
381,176,196,82,224,figure,317011114.0
382,176,196,82,224,femme,317011114.0
383,176,196,82,224,fatale,317011114.0
384,176,196,82,224,indiana,317011114.0
385,176,196,82,224,jones,317011114.0
386,176,196,82,224,unsubtitled,317011114.0
387,176,196,82,224,foreign,317011114.0
388,176,196,82,224,language,317011114.0
389,176,196,82,224,year,317011114.0
390,176,196,82,224,1957,317011114.0
391,5,30,5,5,apatosaurus,123070338.0
392,5,30,5,5,asteroid,123070338.0
393,5,30,5,5,dinosaur,123070338.0
394,5,30,5,5,fear,123070338.0
395,5,30,5,5,river,123070338.0
396,8,51,59,56,archery,237282182.0
397,8,51,59,56,coming,237282182.0
398,8,51,59,56,age,237282182.0
399,8,51,59,56,female,237282182.0
400,8,51,59,56,warrior,237282182.0
401,8,51,59,56,princess,237282182.0
402,8,51,59,56,rebellious,237282182.0
403,8,51,59,56,daughter,237282182.0
404,38,8,8,8,hatred,130468626.0
405,38,8,8,8,sequel,130468626.0
406,38,8,8,8,space,130468626.0
407,38,8,8,8,opera,130468626.0
408,38,8,8,8,star,130468626.0
409,38,8,8,8,trek,130468626.0
410,38,8,8,8,third,130468626.0
411,38,8,8,8,part,130468626.0
412,25,59,87,39,earth,223806889.0
413,25,59,87,39,obesity,223806889.0
414,25,59,87,39,plant,223806889.0
415,25,59,87,39,robot,223806889.0
416,25,59,87,39,soil,223806889.0
417,63,21,25,11,ambassador,140080850.0
418,63,21,25,11,assassination,140080850.0
419,63,21,25,11,chinese,140080850.0
420,63,21,25,11,french,140080850.0
421,63,21,25,11,triad,140080850.0
422,59,129,13,24,ark,166112167.0
423,59,129,13,24,catastrophe,166112167.0
424,59,129,13,24,geologist,166112167.0
425,59,129,13,24,president,166112167.0
426,59,129,13,24,writer,166112167.0
427,93,83,143,145,charles,137850096.0
428,93,83,143,145,dickens,137850096.0
429,93,83,143,145,christmas,137850096.0
430,93,83,143,145,eve,137850096.0
431,93,83,143,145,ghost,137850096.0
432,93,83,143,145,scrooge,137850096.0
433,46,158,121,62,box,47375327.0
434,46,158,121,62,office,47375327.0
435,46,158,121,62,flop,47375327.0
436,46,158,121,62,critically,47375327.0
437,46,158,121,62,bashed,47375327.0
438,46,158,121,62,planet,47375327.0
439,46,158,121,62,earth,47375327.0
440,46,158,121,62,space,47375327.0
441,46,158,121,62,opera,47375327.0
442,46,158,121,62,woman,47375327.0
443,46,158,121,62,bra,47375327.0
444,46,158,121,62,and,47375327.0
445,46,158,121,62,panties,47375327.0
446,22,60,66,12,africa,124051759.0
447,22,60,66,12,capture,124051759.0
448,22,60,66,12,jungle,124051759.0
449,22,60,66,12,male,124051759.0
450,22,60,66,12,objectification,124051759.0
451,22,60,66,12,tarzan,124051759.0
452,35,224,7,12,hide,291709845.0
453,35,224,7,12,and,291709845.0
454,35,224,7,12,seek,291709845.0
455,35,224,7,12,lion,291709845.0
456,35,224,7,12,magic,291709845.0
457,35,224,7,12,professor,291709845.0
458,35,224,7,12,snow,291709845.0
459,56,114,110,30,mutant,154985087.0
460,56,114,110,30,superhero,154985087.0
461,56,114,110,30,team,154985087.0
462,56,114,110,30,x,154985087.0
463,56,114,110,30,men,154985087.0
464,56,114,110,30,year,154985087.0
465,56,114,110,30,1983,154985087.0
466,61,200,68,330,based,533316061.0
467,61,200,68,330,comic,533316061.0
468,61,200,68,330,book,533316061.0
469,61,200,68,330,dc,533316061.0
470,61,200,68,330,comics,533316061.0
471,61,200,68,330,psychopath,533316061.0
472,61,200,68,330,star,533316061.0
473,61,200,68,330,died,533316061.0
474,61,200,68,330,release,533316061.0
475,61,200,68,330,urban,533316061.0
476,61,200,68,330,setting,533316061.0
477,17,59,96,5,balloon,292979556.0
478,17,59,96,5,house,292979556.0
479,17,59,96,5,promise,292979556.0
480,17,59,96,5,retirement,292979556.0
481,17,59,96,5,skeleton,292979556.0
482,28,91,48,6,alien,198332128.0
483,28,91,48,6,invasion,198332128.0
484,28,91,48,6,space,198332128.0
485,28,91,48,6,craft,198332128.0
486,28,91,48,6,giant,198332128.0
487,28,91,48,6,giantess,198332128.0
488,49,221,152,122,afghanistan,318298180.0
489,49,221,152,122,billionaire,318298180.0
490,49,221,152,122,inventor,318298180.0
491,49,221,152,122,playboy,318298180.0
492,49,221,152,122,u.s.,318298180.0
493,49,221,152,122,air,318298180.0
494,49,221,152,122,force,318298180.0
495,129,115,95,82,automaton,73820094.0
496,129,115,95,82,mechanical,73820094.0
497,129,115,95,82,railway,73820094.0
498,129,115,95,82,station,73820094.0
499,129,115,95,82,steampunk,73820094.0
500,129,115,95,82,train,73820094.0
501,50,150,110,39,buddy,113745408.0
502,50,150,110,39,movie,113745408.0
503,50,150,110,39,general,113745408.0
504,50,150,110,39,inventor,113745408.0
505,50,150,110,39,steampunk,113745408.0
506,50,150,110,39,utah,113745408.0
507,82,90,108,15,army,102176165.0
508,82,90,108,15,china,102176165.0
509,82,90,108,15,emperor,102176165.0
510,82,90,108,15,mummy,102176165.0
511,82,90,108,15,shangri,102176165.0
512,82,90,108,15,la,102176165.0
513,58,150,28,35,based,161087183.0
514,58,150,28,35,comic,161087183.0
515,58,150,28,35,book,161087183.0
516,58,150,28,35,critically,161087183.0
517,58,150,28,35,bashed,161087183.0
518,58,150,28,35,father,161087183.0
519,58,150,28,35,daughter,161087183.0
520,58,150,28,35,relationship,161087183.0
521,58,150,28,35,reference,161087183.0
522,58,150,28,35,superman,161087183.0
523,58,150,28,35,super,161087183.0
524,58,150,28,35,villain,161087183.0
525,45,51,330,142,ark,100289690.0
526,45,51,330,142,change,100289690.0
527,45,51,330,142,congressman,100289690.0
528,45,51,330,142,depiction,100289690.0
529,45,51,330,142,god,100289690.0
530,45,51,330,142,flood,100289690.0
531,51,190,9,30,alien,100189501.0
532,51,190,9,30,combat,100189501.0
533,51,190,9,30,dying,100189501.0
534,51,190,9,30,repeatedly,100189501.0
535,51,190,9,30,end,100189501.0
536,51,190,9,30,the,100189501.0
537,51,190,9,30,world,100189501.0
538,51,190,9,30,time,100189501.0
539,51,190,9,30,loop,100189501.0
540,32,30,5,13,future,88246220.0
541,32,30,5,13,sail,88246220.0
542,32,30,5,13,sea,88246220.0
543,32,30,5,13,smoker,88246220.0
544,32,30,5,13,water,88246220.0
545,26,124,137,14,cobra,150167630.0
546,26,124,137,14,gi,150167630.0
547,26,124,137,14,joe,150167630.0
548,26,124,137,14,snake,150167630.0
549,26,124,137,14,train,150167630.0
550,26,124,137,14,warhead,150167630.0
551,17,91,21,15,anger,356454367.0
552,17,91,21,15,joy,356454367.0
553,17,91,21,15,memory,356454367.0
554,17,91,21,15,running,356454367.0
555,17,91,21,15,away,356454367.0
556,17,91,21,15,sadness,356454367.0
557,49,229,245,31,fire,362645141.0
558,49,229,245,31,jungle,362645141.0
559,49,229,245,31,remake,362645141.0
560,49,229,245,31,tiger,362645141.0
561,49,229,245,31,wolf,362645141.0
562,49,221,229,122,hammer,312057433.0
563,49,221,229,122,military,312057433.0
564,49,221,229,122,monaco,312057433.0
565,49,221,229,122,revenge,312057433.0
566,49,221,229,122,tony,312057433.0
567,49,221,229,122,stark,312057433.0
568,8,115,148,27,evil,155111815.0
569,8,115,148,27,queen,155111815.0
570,8,115,148,27,fairy,155111815.0
571,8,115,148,27,tale,155111815.0
572,8,115,148,27,magic,155111815.0
573,8,115,148,27,queen,155111815.0
574,8,115,148,27,snow,155111815.0
575,8,115,148,27,white,155111815.0
576,6,176,26,20,curse,241407328.0
577,6,176,26,20,dark,241407328.0
578,6,176,26,20,fantasy,241407328.0
579,6,176,26,20,fairy,241407328.0
580,6,176,26,20,king,241407328.0
581,6,176,26,20,kingdom,241407328.0
582,23,145,165,24,ape,208543795.0
583,23,145,165,24,dam,208543795.0
584,23,145,165,24,leader,208543795.0
585,23,145,165,24,post,208543795.0
586,23,145,165,24,apocalypse,208543795.0
587,23,145,165,24,sequel,208543795.0
588,7,171,70,7,box,38297305.0
589,7,171,70,7,office,38297305.0
590,7,171,70,7,flop,38297305.0
591,7,171,70,7,ronin,38297305.0
592,7,171,70,7,samurai,38297305.0
593,7,171,70,7,shogun,38297305.0
594,7,171,70,7,tournament,38297305.0
595,32,229,101,44,conspiracy,259746958.0
596,32,229,101,44,heroism,259746958.0
597,32,229,101,44,megalomaniac,259746958.0
598,32,229,101,44,super,259746958.0
599,32,229,101,44,soldier,259746958.0
600,32,229,101,44,world,259746958.0
601,32,229,101,44,domination,259746958.0
602,29,62,10,24,alternate,238371987.0
603,29,62,10,24,world,238371987.0
604,29,62,10,24,fairy,238371987.0
605,29,62,10,24,tale,238371987.0
606,29,62,10,24,parody,238371987.0
607,29,62,10,24,female,238371987.0
608,29,62,10,24,warrior,238371987.0
609,29,62,10,24,ogre,238371987.0
610,29,62,10,24,true,238371987.0
611,29,62,10,24,love,238371987.0
612,31,165,39,9,boy,93417865.0
613,31,165,39,9,genius,93417865.0
614,31,165,39,9,futuristic,93417865.0
615,31,165,39,9,city,93417865.0
616,31,165,39,9,inventor,93417865.0
617,31,165,39,9,teenage,93417865.0
618,31,165,39,9,girl,93417865.0
619,31,165,39,9,time,93417865.0
620,31,165,39,9,travel,93417865.0
621,8,31,8,23,high,222487711.0
622,8,31,8,23,tech,222487711.0
623,8,31,8,23,martial,222487711.0
624,8,31,8,23,arts,222487711.0
625,8,31,8,23,masked,222487711.0
626,8,31,8,23,man,222487711.0
627,8,31,8,23,robot,222487711.0
628,8,31,8,23,superhero,222487711.0
629,5,33,53,54,arcade,189412677.0
630,5,33,53,54,candy,189412677.0
631,5,33,53,54,glitch,189412677.0
632,5,33,53,54,king,189412677.0
633,5,33,53,54,medal,189412677.0
634,93,196,12,6,boy,665426.0
635,93,196,12,6,christmas,665426.0
636,93,196,12,6,eve,665426.0
637,93,196,12,6,north,665426.0
638,93,196,12,6,pole,665426.0
639,93,196,12,6,train,665426.0
640,59,87,65,23,alien,102315545.0
641,59,87,65,23,battle,102315545.0
642,59,87,65,23,defense,102315545.0
643,59,87,65,23,independence,102315545.0
644,59,87,65,23,day,102315545.0
645,59,87,65,23,mothership,102315545.0
646,19,161,52,17,dragon,217387997.0
647,19,161,52,17,island,217387997.0
648,19,161,52,17,training,217387997.0
649,19,161,52,17,viking,217387997.0
650,19,161,52,17,village,217387997.0
651,28,20,34,6,drifter,150350192.0
652,28,20,34,6,exploding,150350192.0
653,28,20,34,6,truck,150350192.0
654,28,20,34,6,future,150350192.0
655,28,20,34,6,machine,150350192.0
656,28,20,34,6,skynet,150350192.0
657,22,161,131,101,bounty,333130696.0
658,22,161,131,101,hunter,333130696.0
659,22,161,131,101,outer,333130696.0
660,22,161,131,101,space,333130696.0
661,22,161,131,101,raccoon,333130696.0
662,22,161,131,101,talking,333130696.0
663,22,161,131,101,animal,333130696.0
664,22,161,131,101,tree,333130696.0
665,61,180,168,33,black,187991439.0
666,61,180,168,33,hole,187991439.0
667,61,180,168,33,father,187991439.0
668,61,180,168,33,daughter,187991439.0
669,61,180,168,33,relationship,187991439.0
670,61,180,168,33,saving,187991439.0
671,61,180,168,33,the,187991439.0
672,61,180,168,33,world,187991439.0
673,61,180,168,33,space,187991439.0
674,61,180,168,33,travel,187991439.0
675,61,180,168,33,wormhole,187991439.0
676,61,166,90,124,ambiguous,292568851.0
677,61,166,90,124,ending,292568851.0
678,61,166,90,124,corporate,292568851.0
679,61,166,90,124,espionage,292568851.0
680,61,166,90,124,dream,292568851.0
681,61,166,90,124,subconscious,292568851.0
682,61,166,90,124,thief,292568851.0
683,87,24,19,38,dragon,303001229.0
684,87,24,19,38,dwarf,303001229.0
685,87,24,19,38,hobbit,303001229.0
686,87,24,19,38,orc,303001229.0
687,87,24,19,38,wizard,303001229.0
688,82,138,131,47,eighteen,144512310.0
689,82,138,131,47,wheeler,144512310.0
690,82,138,131,47,illegal,144512310.0
691,82,138,131,47,street,144512310.0
692,82,138,131,47,racing,144512310.0
693,82,138,131,47,truck,144512310.0
694,82,138,131,47,trucker,144512310.0
695,82,138,131,47,undercover,144512310.0
696,82,138,131,47,cop,144512310.0
697,74,220,113,51,deformed,127490802.0
698,74,220,113,51,baby,127490802.0
699,74,220,113,51,diary,127490802.0
700,74,220,113,51,lingerie,127490802.0
701,74,220,113,51,slip,127490802.0
702,74,220,113,51,older,127490802.0
703,74,220,113,51,man,127490802.0
704,74,220,113,51,younger,127490802.0
705,74,220,113,51,woman,127490802.0
706,74,220,113,51,relationship,127490802.0
707,74,220,113,51,premature,127490802.0
708,74,220,113,51,aging,127490802.0
709,29,114,110,129,cia,146405371.0
710,29,114,110,129,agent,146405371.0
711,29,114,110,129,mutant,146405371.0
712,29,114,110,129,nuclear,146405371.0
713,29,114,110,129,war,146405371.0
714,29,114,110,129,professor,146405371.0
715,32,114,162,101,death,281666058.0
716,32,114,162,101,sister,281666058.0
717,32,114,162,101,dystopia,281666058.0
718,32,114,162,101,execution,281666058.0
719,32,114,162,101,rebellion,281666058.0
720,32,114,162,101,revolution,281666058.0
721,55,207,26,7,chosen,63143812.0
722,55,207,26,7,one,63143812.0
